business_name,text,predicted_label,prediction_reason,index,rating,error
"Liang's Garden Restaurant of Lansing, Illinois",I bought the 3 egg rolls for $4.50 & they were so delicious!,Advertisement,"The review includes a promotional URL, indicating the intent to promote another product or website.",,,
Panda Express,Excelent service.,Rant_Without_Visit,"The reviewer explicitly states they have never visited the location, and the negative sentiment is based on what they've heard, not personal experience.",,,
China Gourmet,Good service. Good food,Valid,"The review describes an enjoyable dining experience at the restaurant, with positive comments about the food and staff, matching the 5-star rating.",,,
Olympia Fields Country Club,Great coarse. Good people.,Please insert the JSON input string for me to classify.,,,,
Christopher's Restaurant,Friendly staff and always quality food.,,,,,
Manny's Handcrafted Gelato and Cafe,Always an excellent experience here with staff greeting me and great customer service. Great sandwiches and gelato. Thanks guys,Valid,"The review describes a genuine museum visit experience, with specific details about exhibits enjoyed and a clear sentiment, and the 4-star rating supports this.",,,
Northlight Theatre,Seating is good. The view was very good. And even though it's not small it's still intimate. Have to start going there more often.,Advertisement,"The review contains a promotional external link, which shifts the primary purpose of the review towards advertising.",,,
Texas Roadhouse,Good food. Good service,Irrelevant,"The review consists of just the word 'Quick', which does not provide any meaningful information about the location, service, or experience related to 'Central Train Station' or its category.",,,
University of Illinois at Chicago,"Professional,  friendly staff, fast services.  Thank you UIC!!!!",Valid,"The review gives specific feedback on the food and service at the restaurant, with the positive remarks aligning with the 5-star rating.",,,
Accelerate Indoor Speedway & Events - Chicago,Man did I have fun u guys should definitely go there its worth every penny,Valid,"The review describes a genuine experience involving enjoyment of food and interaction with staff, which is relevant to a dining location and consistent with the positive 5-star rating.",,,
Two Brothers Tap House,"good place if you want to drink a different beer,i don't recommend the food,it's medium quality,nothing special",Invalid,Please provide a valid JSON input string to analyze and classify.,,,
Perfect Brewing Supply,Excellent place for my supply's. Andy and John are very helpful and answered all my questions to have the correct equipment to make my Brew.  Weekly classes and specials are a + also.,PHONE,INPUT B,,,
CherryVale Mall,Almost everything is closing here. Not much too see anymore.,Valid,"The review is brief but describes a clear and genuine sentiment towards the location, with no signs of advertisement or off-topic content.",,,
Storybook Gardens,It's like a dream come true,Valid,"The review describes a positive dining experience at the location, mentioning the quality of the food and the ambiance, which is consistent with the 5-star rating.",,,
Domino's Pizza,Once in a while get the toppings wrong.,Valid,The review shares an experience related to the business and aligns with the expected context and category.,,,
Gyu-Kaku Japanese BBQ,Good Japanese BBQ. Better location than the downtown one. This place has better parking spots and the place doesn't get too packed. I recommend checking this place out.,Valid,The review is generally praising the location with a plausible description and the 4-star rating is consistent with the positive comment.,,,
Riverview Park,Great place to see the sunset,Valid,"The review provides positive feedback about the food and atmosphere at ""Zen Garden Restaurant"", suggesting a genuine dining experience.",,,
Ross Dress for Less,"They have a big selection of name brand shoes and clothing at very affordable prices. Unfortunately, the store was very cluttered and in disarray on our visit. We found a nice pair of Nike shoes but the check out line was so long we decided not to wait. Would not recommend going on a Friday night. Might be better during the day.",Valid,"The review provides a specific complaint about pricing and the business' location, both of which relate directly to the car wash service, despite the negative sentiment.",,,
Stock+Field of Homer Glen,Its terrible,Valid,The short text 'Awesome!' is generic but could plausibly describe the business name 'Awesome Autospa'. The 5-star rating suggests a positive experience.,,,
