business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Louisville Slugger Museum & Factory,So many in a group the people in back saw none of the demonstration. That part was a waste of time.,Valid,"The review describes a genuine experience visiting the museum, specifically commenting on issues with group size affecting visibility during demonstrations. The content is directly relevant to the Louisville Slugger Museum & Factory and provides feedback about the tour experience.",,,,Louisville Slugger Museum & Factory,A giant baseball bat marks this venue offering tours & exhibits on the sports-equipment icon.,"['Museum', 'Tourist attraction']"
Fiesta Mexico,Great service and great food.,Valid,"The review provides a genuine assessment of the restaurant experience, mentioning both service and food quality, which are directly relevant to a Mexican restaurant. The 5-star rating is consistent with the positive feedback.",,,,Fiesta Mexico,,['Mexican restaurant']
AutoZone Auto Parts,Helpful staff,Valid,"The review describes a genuine experience with the staff at AutoZone Auto Parts, and the comment 'Helpful staff' is directly relevant to the auto parts store business. The 4-star rating is consistent with the positive feedback.",,,,AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
Academy Sports + Outdoors,Great store,Valid,"The review provides a positive assessment of the store with a 5-star rating. While brief, the text 'Great store' is directly relevant to Academy Sports + Outdoors as it evaluates the overall store experience, which aligns with the business description of a sporting goods chain.",,,,Academy Sports + Outdoors,"Sporting goods chain selling athletic apparel & footwear, plus outdoor gear & fitness equipment.","['Outdoor sports store', 'Clothing store', 'Exercise equipment store', 'Gun shop', 'Hunting and fishing store', 'Shoe store', 'Sportswear store']"
"Rent & Rave, Inc.",Great customer service!!,Valid,"The review provides a genuine positive assessment of the business's customer service, which is directly relevant to a party equipment rental service. The 5-star rating aligns with the positive feedback about service quality.",,,,"Rent & Rave, Inc.",,"['Party equipment rental service', 'Party store', 'Wedding store']"
Turtle's Truck Wash,Good prices these guys always do a great wash job on my semi...!,Valid,"The review describes a genuine experience using the truck wash service, with specific details about pricing and wash quality for a semi truck, which is relevant to the car wash business category.",,,,Turtle's Truck Wash,,['Car wash']
Kroger,Free friday downloads,Irrelevant,"The review text 'Free friday downloads' is completely unrelated to a grocery store's services, products, or customer experience. The content appears to reference digital downloads, which has no connection to Kroger's business as a supermarket with deli, bakery, and health departments.",,,,Kroger,"Large supermarket chain with deli & bakery departments, plus health & beauty aids.","['Grocery store', 'Propane supplier']"
Feeders Supply,Staff is very helpful!  Great selection of pet stuff,Valid,"The review describes a genuine experience at the pet supply store, praising the helpful staff and selection of pet products, which directly relates to the business description and category. The 5-star rating is consistent with the positive feedback.",,,,Feeders Supply,,['Pet supply store']
Little Caesars Pizza,Good food poor slow customer service..,Valid,"The review provides a genuine assessment of the restaurant experience, commenting on both food quality ('Good food') and service issues ('poor slow customer service'), which are relevant aspects of dining at Little Caesars Pizza. The 2-star rating is consistent with mixed feedback.",,,,Little Caesars Pizza,"Carry-out chain featuring chicken wings, signature breadsticks & pizza tossed from housemade dough.","['Pizza restaurant', 'American restaurant', 'Chicken wings restaurant', 'Fast food restaurant', 'Pizza delivery', 'Pizza Takeout']"
Carmichael's Bookstore,"There is nothing like going into a bookstore. On line shopping cannot compare. While looking online works pretty well when you are looking for a specific book, only in an actual sure can you encounter the breadth of writing party and present. Carmichael's is a local treasure. The staff knows their stuff and it's is fun to engage with them in conversations about the variety of books.",Valid,"The review describes a genuine experience at the bookstore, praising the physical store experience over online shopping, complimenting the knowledgeable staff, and calling it a 'local treasure'. The content is highly relevant to a bookstore and the 5-star rating is consistent with the positive sentiment expressed.",,,,Carmichael's Bookstore,,"['Book store', 'Gift shop']"
Butchertown Pizza Hall,The best pizza in town is finally back. If you loved papalinos in the highlands then you will love this place. (same guy who owned paps and uses same recipe),Valid,"The review provides a genuine experience about the pizza quality and makes a relevant comparison to another pizza place owned by the same person. The content is directly related to the pizza restaurant's food and service, and the 5-star rating is consistent with the positive feedback.",,,,Butchertown Pizza Hall,"Handmade New York–style pizzas, plus craft beer, in lively digs with old-school arcade games.","['Pizza restaurant', 'Bar']"
Vendors' Village of Leitchfield,"They are very laid back, you go at your own pace. I think if you find what you want the price will be good. I enjoy going there when I can.",Valid,"The review describes a genuine shopping experience at an antique store, mentioning the relaxed atmosphere, pricing, and personal enjoyment. The 4-star rating is consistent with the positive tone of the review.",,,,Vendors' Village of Leitchfield,,['Antique store']
Joe's Beauty Supply,It was simple and fast to go in and out,Valid,"The review describes a genuine shopping experience at the beauty supply store, commenting on the convenience and efficiency of the visit. The 4-star rating is consistent with the positive feedback about the service being 'simple and fast'.",,,,Joe's Beauty Supply,,['Cosmetics store']
Huck's Food and Fuel,District manager is a jerk and a liar,Valid,"The review expresses a negative opinion about the district manager, which is relevant to the business experience at this gas station/convenience store. While brief and critical, it reflects a genuine interaction with the business management structure.",,,,Huck's Food and Fuel,,"['Convenience store', 'Gas station']"
Ridgeview Greenhouse & Nursery,Friendly folks with reasonable prices and good selection.,Valid,"The review provides a genuine assessment of the garden center, mentioning staff friendliness, pricing, and plant selection, which are all relevant aspects of a nursery/garden center experience. The 4-star rating aligns with the positive feedback.",,,,Ridgeview Greenhouse & Nursery,,['Garden center']
