business_name,text,predicted_label,prediction_reason,name,description,category
"MacKenzie River Pizza, Grill & Pub","Really good pizza and Hannah was the waitress in which from ant restaurant I've been to, she was the best. She does her job by checking in on how the food is and checking if we needed our drinks refilled. She didn't check too early or too late on anything.",Valid,"The review describes a genuine dining experience at the pizzeria, mentioning specific details about the pizza quality and exceptional service from a waitress named Hannah. The 5-star rating is consistent with the positive feedback about both food and service.","MacKenzie River Pizza, Grill & Pub","Pizzeria chain serving creative pies, sandwiches, beer & wine in a casual, rustic setting.",['American restaurant']
Wendy's,Yummy BLT chicken and avocado sandwich was outstanding! Probably got the name wrong but it was awesome!,Valid,"The review describes a genuine dining experience at Wendy's, mentioning a specific menu item (BLT chicken and avocado sandwich) with positive feedback. The 5-star rating is consistent with the enthusiastic text, and the content is relevant to this fast-food restaurant.",Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Fuddruckers,Very expensive. It was about 50 bucks for just 3 salads but they were definitely good,Valid,"The review describes a genuine dining experience at Fuddruckers, mentioning specific items ordered (3 salads), pricing ($50), and quality assessment ('definitely good'). The content is relevant to the restaurant's offerings as indicated in the description which mentions salads, and the 4-star rating is consistent with the mixed sentiment (expensive but good quality).",Fuddruckers,"Family-friendly chain for burgers on housemade sesame seed buns, plus salads & shakes.","['Hamburger restaurant', 'American restaurant', 'Caterer', 'Fast food restaurant']"
Gallatin Valley Mall,Decent mall,Valid,"The review provides a genuine assessment of the shopping mall with a rating that matches the positive sentiment. While brief, 'Decent mall' is directly relevant to the business category and describes the reviewer's experience at the location.",Gallatin Valley Mall,"Modest, long-standing indoor shopping complex with a movie theater & casual dining options.","['Shopping mall', 'Department store', 'Gift shop', ""Men's clothing store"", 'Restaurant', 'Shoe store', ""Women's clothing store""]"
Auto Auction of Montana,Great service,Valid,"The review provides a positive assessment of the service at an auction house, with a 4-star rating that matches the positive sentiment. While brief, the comment is directly relevant to the business category and describes a genuine experience.",Auto Auction of Montana,,['Auction house']
Bozeman Co-op Downtown,"The best,  great hot bar with diet restrictions in mind",Valid,"The review describes a genuine experience at the grocery store/deli, specifically praising the hot bar and its accommodation of dietary restrictions, which is relevant to the business categories (grocery store, deli, restaurant). The 5-star rating aligns with the positive feedback.",Bozeman Co-op Downtown,,"['Grocery store', 'Deli', 'Restaurant', 'Sandwich shop']"
Bayou Casino & Liquor Store,"Quiet, clean, the employees aren't really the happiest it seemed like, but the service wasn't bad.",Valid,"The review describes a genuine experience at the casino and liquor store, commenting on the cleanliness, atmosphere, employee demeanor, and service quality. The 4-star rating aligns with the mixed but generally positive feedback about the establishment.",Bayou Casino & Liquor Store,,"['Casino', 'Bar', 'Liquor store']"
The Summit Medical Fitness Center,Great work out place have a ton of different machines and things to do there,Valid,"The review describes a genuine experience at a fitness center, mentioning workout equipment and activities, which is directly relevant to the business category 'Physical fitness program' and the 5-star rating is consistent with the positive feedback.",The Summit Medical Fitness Center,,['Physical fitness program']
JCPenney,Sales sales sales,Advertisement,The review text 'Sales sales sales' repeatedly uses the promotional keyword 'sales' which indicates the primary purpose is to promote sales/discounts rather than share a genuine shopping experience.,JCPenney,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.","['Department store', ""Children's clothing store"", 'Fashion accessories store', 'Home goods store', 'Jewelry store', ""Men's clothing store"", 'Shoe store', 'Wedding store', ""Women's clothing store""]"
Sportsman's Warehouse,"Don't count on their staff to be knowledgeable. We needed a D-loop put on a bow. Since this is simple, we asked the archery associate to do this. He not only did not know how to do this simple task, but tried to ""go ask the girl in fishing if she could figure it out"" before we got our bow back and did it ourselves. Another lesson in why big outdoor stores are inferior to the local archery stores.",Valid,"The review describes a genuine experience at Sportsman's Warehouse regarding their archery service. The customer details a specific interaction with staff about a D-loop installation on a bow, which is directly relevant to the outdoor sports store's services. The 2-star rating aligns with the negative experience described.",Sportsman's Warehouse,"Outdoor recreation chain featuring apparel, footwear, equipment & accessories for adults & kids.","['Outdoor sports store', 'Ammunition supplier', 'Hunting and fishing store', 'Sporting goods store']"
The Hitchin' Post,Some of the best burgers around. The cheesecakes and pies are to die for!,Valid,"The review describes a genuine dining experience mentioning specific food items (burgers, cheesecakes, pies) that are relevant to an American restaurant, and the 5-star rating is consistent with the positive feedback.",The Hitchin' Post,,"['American restaurant', 'Bar']"
CENEX,Nice place,Valid,"The review provides a genuine, albeit brief, positive assessment of the gas station with a 4-star rating that matches the positive sentiment of 'Nice place'.",CENEX,,['Gas station']
Montana Ace | Tremper's,Great range of products,Valid,"The review provides a genuine assessment of the store's product selection with 'Great range of products', which is directly relevant to a hardware/home improvement store. The 5-star rating aligns with the positive feedback about their product variety.",Montana Ace | Tremper's,"Chain retailer stocking household tools, supplies & more (many family-run or independently owned).","['Hardware store', 'Home improvement store', 'Paint store']"
Armington Junction Rest Area (Reference Post 71.08),Beautiful views,Valid,"The review provides a genuine experience about the rest area, mentioning 'Beautiful views' which is relevant to what visitors would expect at a rest stop location. The 4-star rating is consistent with the positive comment.",Armington Junction Rest Area (Reference Post 71.08),,['Rest stop']
Dairy Queen Grill & Chill,"Hard working at 10:30 pm on a snowy, -7 degree Saturday night... And with a pleasant demeanor. Way to go, DQ!",Valid,"The review describes a genuine experience at the Dairy Queen location, praising the staff's work ethic and pleasant attitude during challenging weather conditions. The 4-star rating is consistent with the positive sentiment, and the content is directly relevant to the business.",Dairy Queen Grill & Chill,,['Restaurant']
